sequence,revcom,phylum,class,order,family,genus,species
GEQJ1S112HHIOX,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HHKNS,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HHMNI,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S112HHMV1,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HHMV5,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HHQUV,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HHRWC,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HHSZS,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S112HHT1G,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Unclassified
GEQJ1S112HHUHB,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HHUKW,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HHUT1,False,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S112HHVF5,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Unclassified,Unclassified
GEQJ1S112HHVKB,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HHW76,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HHXKJ,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HHZNS,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HI0LK,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HI1UC,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HI1ZW,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HI2MT,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HI2NN,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HI3DE,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HI4F5,True,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Unclassified,Unclassified
GEQJ1S112HI5SR,True,Actinobacteria,Actinobacteria,Corynebacteriales,Unclassified,Unclassified,Unclassified
GEQJ1S112HI5WR,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HI5ZA,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HI6AJ,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S112HI6B6,True,Firmicutes,Bacilli,Bacillales,Bacillaceae,Unclassified,Unclassified
GEQJ1S112HI6O5,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HI6PR,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Unclassified,Unclassified
GEQJ1S112HI6ZV,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HI797,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HI8IT,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Petrimonas,Petrimonas_sulfuriphila
GEQJ1S112HI92P,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HIA5P,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HIANZ,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HIB4O,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HIC6Y,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HICP5,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HICZD,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HIDD3,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HIEG0,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HIF70,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HIHI4,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HIJNR,False,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Coprothermobacter,Unclassified
GEQJ1S112HIL7C,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HILJ2,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HINEF,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HINNB,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HIO0S,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HIPCL,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HIQBX,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S112HIQO9,True,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unclassified
GEQJ1S112HISWA,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HIT1C,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HITCM,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HITVV,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HIV0L,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S112HIVOC,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HIWAR,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HIY2C,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HIYJN,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S112HIYYU,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HJ0RA,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HJ25K,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S112HJ28Y,False,Actinobacteria,Actinobacteria,Acidothermales,Acidothermaceae,Acidothermus,Acidothermus_cellulolyticus
GEQJ1S112HJ3U0,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HJ4GT,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HJ5I0,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HJ5IC,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HJ6A8,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HJ6U1,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HJ6WC,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Unclassified
GEQJ1S112HJ7RW,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S112HJ7ZQ,False,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Negativicoccus,Negativicoccus_succinicivorans
GEQJ1S112HJC2C,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HJC4O,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S112HJCC7,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HJDWX,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HJFLJ,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HJH8W,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S112HJKUL,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HJLOP,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HJLS8,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HJMHC,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S112HJOLY,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HJORD,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HJPKK,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HJPUC,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HJSTS,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HJTUE,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HJTZB,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HJUKK,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HJVE3,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S112HJXC7,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HJYDG,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S112HK06D,True,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Unclassified
GEQJ1S112HK0LQ,True,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Unclassified
GEQJ1S112HK0SV,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Unclassified
GEQJ1S112HK0XW,False,Bacteroidetes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HK118,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HK19T,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HK1YF,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Gottschalkia,Unclassified
GEQJ1S112HK243,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HK2TK,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HK2V0,True,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Unclassified,Unclassified
GEQJ1S112HK5KF,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HK6OD,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S112HK6QH,True,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Unclassified,Unclassified
GEQJ1S112HK8CS,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HK9SQ,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HKDFL,True,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Unclassified
GEQJ1S112HKDKA,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S112HKDSL,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S112HKEMV,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Mogibacterium,Unclassified
GEQJ1S112HKFQR,False,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Unclassified,Unclassified
GEQJ1S112HKGFT,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HKHCT,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HKJ52,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HKK3H,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HKL6M,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Unclassified,Unclassified,Unclassified
GEQJ1S112HKME4,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HKN1L,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HKNHV,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HKNRQ,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HKOPZ,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S112HKP3Y,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Unclassified
GEQJ1S112HKP57,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S112HKP8H,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HKQ0P,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S112HKQ5K,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Mogibacterium,Unclassified
GEQJ1S112HKQ8E,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HKRAP,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S112HKRIP,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HKRTE,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HKSYF,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HKSYZ,True,Proteobacteria,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HKT2L,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HKUK9,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HKUMN,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HKUXQ,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S112HKV4M,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HKVSL,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HKWAM,True,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Unclassified
GEQJ1S112HKWZY,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HKXN2,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HL1JR,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HL1SD,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HL216,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S112HL24D,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HL2AP,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HL2JI,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HL4DZ,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HL4JW,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HL7HQ,False,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Myceligenerans,Myceligenerans_halotolerans
GEQJ1S112HL7L0,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HL8IH,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HL8N4,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HLAAT,False,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Unclassified,Unclassified
GEQJ1S112HLAD1,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium,Unclassified
GEQJ1S112HLB3L,True,Firmicutes,Bacilli,Bacillales,Bacillaceae,Unclassified,Unclassified
GEQJ1S112HLB7Z,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HLCRW,True,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Weeksella,Weeksella_virosa
GEQJ1S112HLDBO,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HLDGR,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S112HLDGU,True,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S112HLDRG,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HLGJI,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HLH1J,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_bennonis
GEQJ1S112HLH1Y,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HLHSC,False,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Unclassified
GEQJ1S112HLI6M,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_plurextorum
GEQJ1S112HLIA9,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HLJCO,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HLJH3,False,Actinobacteria,Actinobacteria,Micrococcales,Unclassified,Unclassified,Unclassified
GEQJ1S112HLL6K,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HLLIO,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HLLR9,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HLO0A,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HLOLN,False,Firmicutes,Clostridia,Clostridiales,Unclassified,Unclassified,Unclassified
GEQJ1S112HLPL3,False,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,Myceligenerans,Unclassified
GEQJ1S112HLPQO,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_plurextorum
GEQJ1S112HLQCW,True,Firmicutes,Bacilli,Bacillales,Unclassified,Unclassified,Unclassified
GEQJ1S112HLR0H,False,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Unclassified
GEQJ1S112HLRPH,False,Firmicutes,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HLRS5,False,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_hominis
GEQJ1S112HLS44,False,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified,Unclassified
GEQJ1S112HLSDB,False,Firmicutes,Clostridia,Clostridiales,Clostridiales_Family_XIII._Incertae_Sedis,Anaerovorax,Anaerovorax_odorimutans
GEQJ1S112HLSN3,True,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Unclassified
GEQJ1S112HLTP3,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
GEQJ1S112HLUYK,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila,Fastidiosipila_sanguinis
GEQJ1S112HLV1G,False,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Unclassified,Unclassified
